1,9.811,0.00106,0.00076,0.00046
2,19.622,0.00158,0.00137,0.00074
3,29.433,0.00200,0.00176,0.00094
4,39.244,0.00235,0.00212,0.00112
5,49.055,0.00275,0.00245,0.00130
6,58.866,0.00299,0.00274,0.00143
7,68.677,0.00326,0.00308,0.00159
8,78.488,0.00340,0.00333,0.00168
9,88.299,0.00359,0.00357,0.00179
10,98.110,0.00384,0.00384,0.00192
