1,0.012,97.92,84.03
2,0.022,63.03,84.03
3,0.033,66.97,84.03
4,0.044,67.88,84.03
5,0.054,84.33,84.03
6,0.065,70.30,84.03
7,0.075,73.33,84.03
8,0.085,91.11,84.03
9,0.095,67.27,84.03
10,0.105,92.67,84.03
